0,0,0,0,-0.134,0,0,-0.01,-0.079,0,-0.136,0,0,-0.045,-0.045,0,-0.227,0,0,0.091,0,0,0,0,0,-0.034,-0.03,-0.057,-0.045,-0.02,-0.045,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.06,0,-0.1,-0.03,-0.03,-0.1,0,0,-0.07,0,0,0,0,0.09,0,0,0,0,0,-0.09,0,-0.1,-0.04,0,-0.09,-0.2,0,0,0,0,0,0,0
0,0,0,-0.013,0,-0.001,-0.008,0,-0.018,0,-0.15,0,-0.011,-0.028,-0.009,-0.087,0,-0.01,0,0.076,0,0.066,0,0,-0.037,-0.02,0,-0.16,-0.035,-0.01,-0.025,-0.186,0,0,-0.03,-0.02,0,0,0
0,0,-0.001,0,0,-0.017,0,0,-0.094,-0.02,0,0,0,-0.062,-0.142,-0.036,-0.062,0,0,0.06,0.02,0.135,-0.015,0,-0.04,-0.012,0,-0.124,-0.025,0,0,-0.124,0,-0.012,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.023,-0.034,-0.099,0,0,-0.01,-0.099,0,-0.171,0,0,-0.039,0,0,0,0.021,0,0,0,-0.08,0,-0.229,-0.092,0,-0.103,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.35,0,0.09,-0.02,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.85,0.068,0.05,-0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.271,0,0.029,-0.049,-0.532,-0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.389,0,0.085,-0.012,-0.243,-0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.128,-0.093,-0.054,-0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.011,-0.017,0,0,-0.029,0,0,0,0,0.084,0.076,0.043,-0.327,-0.087,0,0,0,-0.218,0,0,0,-0.109,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.2,0,0.117,-0.009,-0.135,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.015,0,0,0,-0.008,0,0,0,0,0,-0.007,0.065,0.113,0.022,0.023,-0.635,-0.011,-0.061,0,-0.009,-0.032,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0.2,0.057,0.186,-0.45,0,-0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.03,0.028,-0.795,-0.08,-0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.24,0.00058,0.003,-0.026,-0.564,-0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.059,-0.237,0,-0.012,0,-0.087,0,-0.024,0,0,0,-0.025,0,0,-0.024,0,0,0,0,0,0,0,0,0,-0.237,0,0,0,-0.237,-0.024,-0.035,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919,0,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-0.201,0,-0.011,0,-0.124,0,-0.106,0,0,-0.011,0,0,0,0,0,0,0,0,0,-0.212,-0.085,-0.01,-0.159,0,-0.083,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.01,0.7,0,-0.01,0,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,-0.932,-0.026,-0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.382,-0.067,-0.494,-0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.29,-0.1,-0.4,-0.08,-0.1,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.08,-0.041,-0.051,-0.031,-0.061,-0.051,-0.307,-0.102,-0.072,-0.072,-0.123,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
